id,name,org_id,type,species,age,status,publish_date,status_changed_date,shots_current,org_name
45337508,Germany,TX46,Dog,Dog,Adult,adoptable,2019-07-22T22:48:38+0000,2019-07-22T22:48:38+0000,FALSE,Animal_Defense_League_of_Texas
45329896,Lennox,TX1002,Dog,Dog,Young,adoptable,2019-07-22T00:32:57+0000,2019-07-22T00:32:57+0000,FALSE,San_Antonio_Doberman_Advocacy_and_Rescue
45322459,Kesha,TX1819,Dog,Dog,Adult,adoptable,2019-07-21T00:35:59+0000,2019-07-21T00:35:59+0000,TRUE,Stray_Acres_Sanctuary_and_Animal_Rescue
45321300,Lorelei,TX1297,Dog,Dog,Adult,adoptable,2019-07-20T18:01:25+0000,2019-07-20T18:01:25+0000,TRUE,Saving_Grace_Pit_Bull_Rescue
45283354,Brody,TX2289,Dog,Dog,Baby,adopted,2019-07-19T22:02:17+0000,2019-07-28T13:34:54+0000,TRUE,City_of_Waller_Animal_Shelter
45302962,Ginger,TX46,Cat,Cat,Adult,adoptable,2019-07-19T08:33:40+0000,2019-07-19T08:33:40+0000,FALSE,Animal_Defense_League_of_Texas
45302965,Vera,TX46,Dog,Dog,Adult,adopted,2019-07-19T08:33:40+0000,2019-08-05T14:53:22+0000,FALSE,Animal_Defense_League_of_Texas
45302964,Delilah,TX46,Cat,Cat,Adult,adopted,2019-07-19T08:33:40+0000,2019-08-02T14:43:28+0000,FALSE,Animal_Defense_League_of_Texas
45302963,Bianca,TX46,Cat,Cat,Adult,adoptable,2019-07-19T08:33:40+0000,2019-07-19T08:33:40+0000,FALSE,Animal_Defense_League_of_Texas
45296101,Cindy_Lou,TX2229,Dog,Dog,Baby,adopted,2019-07-18T20:30:38+0000,2019-08-13T19:22:01+0000,TRUE,Texas_Critter_Crusaders
45290347,Duke,TX46,Dog,Dog,Adult,adopted,2019-07-18T12:45:31+0000,2019-07-22T22:48:40+0000,FALSE,Animal_Defense_League_of_Texas
45290348,Frenchie,TX46,Cat,Cat,Adult,adopted,2019-07-18T12:45:31+0000,2019-08-06T19:15:30+0000,FALSE,Animal_Defense_League_of_Texas
45289836,Cookie,TX1002,Dog,Dog,Adult,adoptable,2019-07-18T12:27:13+0000,2019-07-18T12:27:13+0000,TRUE,San_Antonio_Doberman_Advocacy_and_Rescue
45278071,Barney,TX2289,Dog,Dog,Baby,adoptable,2019-07-17T15:00:29+0000,2019-07-17T15:00:29+0000,TRUE,City_of_Waller_Animal_Shelter
45278098,Fred,TX2289,Dog,Dog,Baby,adoptable,2019-07-17T14:58:00+0000,2019-07-17T14:58:00+0000,TRUE,City_of_Waller_Animal_Shelter
45281371,Moose,TX46,Dog,Dog,Senior,adoptable,2019-07-17T14:05:39+0000,2019-07-17T14:05:39+0000,FALSE,Animal_Defense_League_of_Texas
45281373,Stasha,TX46,Dog,Dog,Adult,adoptable,2019-07-17T14:05:39+0000,2019-07-17T14:05:39+0000,FALSE,Animal_Defense_League_of_Texas
45281372,Ollie,TX46,Dog,Dog,Adult,adoptable,2019-07-17T14:05:39+0000,2019-07-17T14:05:39+0000,FALSE,Animal_Defense_League_of_Texas
45281370,Libby,TX46,Dog,Dog,Senior,adopted,2019-07-17T14:05:39+0000,2019-08-01T21:50:51+0000,FALSE,Animal_Defense_League_of_Texas
45273558,Ryann,TX46,Cat,Cat,Adult,adopted,2019-07-16T15:59:33+0000,2019-07-22T22:48:40+0000,FALSE,Animal_Defense_League_of_Texas
45273562,Gretchen,TX46,Dog,Dog,Adult,adopted,2019-07-16T15:59:33+0000,2019-07-22T22:48:40+0000,FALSE,Animal_Defense_League_of_Texas
45273557,Maxie,TX46,Dog,Dog,Adult,adoptable,2019-07-16T15:59:33+0000,2019-07-16T15:59:33+0000,FALSE,Animal_Defense_League_of_Texas
45273561,Hellen,TX46,Dog,Dog,Adult,adoptable,2019-07-16T15:59:33+0000,2019-07-16T15:59:33+0000,FALSE,Animal_Defense_League_of_Texas
45273560,Dale,TX46,Dog,Dog,Adult,adopted,2019-07-16T15:59:33+0000,2019-07-22T22:48:40+0000,FALSE,Animal_Defense_League_of_Texas
45273559,Cyrus,TX46,Dog,Dog,Adult,adopted,2019-07-16T15:59:33+0000,2019-08-06T19:15:30+0000,FALSE,Animal_Defense_League_of_Texas
45273305,Edison,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:53:59+0000,2019-07-16T15:53:59+0000,TRUE,Austin_Boxer_Rescue
45273258,Melvin,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:51:59+0000,2019-07-16T15:51:59+0000,TRUE,Austin_Boxer_Rescue
45273223,Happy_Go_Lucky,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:51:04+0000,2019-07-16T15:51:04+0000,TRUE,Austin_Boxer_Rescue
45273132,Sappho,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:47:27+0000,2019-07-16T15:47:27+0000,TRUE,Austin_Boxer_Rescue
45273121,Echo,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:46:44+0000,2019-07-16T15:46:44+0000,TRUE,Austin_Boxer_Rescue
45273069,Bagheera,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:45:45+0000,2019-07-16T15:45:45+0000,TRUE,Austin_Boxer_Rescue
45272636,Gentleman_Jim,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:29:24+0000,2019-07-16T15:29:24+0000,TRUE,Austin_Boxer_Rescue
45272591,Bugsy,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:28:10+0000,2019-07-16T15:28:10+0000,TRUE,Austin_Boxer_Rescue
45272504,Luna,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:25:34+0000,2019-07-16T15:25:34+0000,TRUE,Austin_Boxer_Rescue
45272403,Jake,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:22:48+0000,2019-07-16T15:22:48+0000,TRUE,Austin_Boxer_Rescue
45272303,Ferrari,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:18:18+0000,2019-07-16T15:18:18+0000,TRUE,Austin_Boxer_Rescue
45272256,Twizzler,TX898,Dog,Dog,Adult,adoptable,2019-07-16T15:17:29+0000,2019-07-16T15:17:29+0000,TRUE,Austin_Boxer_Rescue
45270581,Jill,TX316,Cat,Cat,Senior,adoptable,2019-07-16T02:16:47+0000,2019-07-16T02:16:47+0000,FALSE,Paws_Claws_Rescue_Inc_
45270477,Jack,TX316,Cat,Cat,Senior,adoptable,2019-07-16T01:45:01+0000,2019-07-16T01:45:01+0000,FALSE,Paws_Claws_Rescue_Inc_
45250593,Octavia,TX2182,Cat,Cat,Adult,adoptable,2019-07-13T20:22:55+0000,2019-07-13T20:22:55+0000,TRUE,Bastrop_C_A_T_S_
45250128,Hazel,TX1297,Dog,Dog,Adult,adoptable,2019-07-13T17:49:39+0000,2019-07-13T17:49:39+0000,FALSE,Saving_Grace_Pit_Bull_Rescue
45249356,Ellie_Jax,TX1193,Dog,Dog,Adult,adopted,2019-07-13T12:36:02+0000,2019-08-17T13:33:04+0000,TRUE,Pawed_Squad
